frame,x,y,radius
124,1284.0,529.0,52.0
125,1287.0,525.0,53.0
126,1288.0,526.0,54.0
127,1290.0,523.0,56.0
128,1293.0,465.0,59.0
129,1287.0,463.0,53.0
130,1289.0,466.0,56.0
131,1292.0,517.0,58.0
132,1259.0,517.0,57.0
133,1233.0,466.0,56.0
134,1312.0,502.0,51.0
135,1312.0,498.0,50.0
136,1320.0,491.0,58.0
137,1323.0,489.0,58.0
138,1257.0,507.0,54.0
139,1325.0,485.0,58.0
140,1324.0,487.0,53.0
141,1323.0,486.0,50.0
142,1314.0,483.0,51.0
143,1325.0,481.0,50.0
144,1322.0,481.0,47.0
145,1326.0,481.0,48.0
146,1324.0,479.0,46.0
147,1325.0,476.0,46.0
148,1327.0,476.0,47.0
149,1326.0,476.0,45.0
150,1327.0,474.0,46.0
151,1324.0,476.0,43.0
152,1326.0,472.0,45.0
153,1325.0,470.0,46.0
154,1326.0,471.0,46.0
155,1326.0,469.0,46.0
156,1324.0,467.0,44.0
157,1322.0,466.0,44.0
158,1322.0,464.0,45.0
159,1321.0,463.0,43.0
160,1321.0,464.0,45.0
161,1317.0,460.0,42.0
162,1313.0,461.0,43.0
163,1313.0,461.0,44.0
164,1310.0,459.0,44.0
165,1307.0,458.0,44.0
166,1305.0,457.0,42.0
167,1300.0,458.0,43.0
168,1299.0,455.0,41.0
169,1298.0,455.0,41.0
170,1291.0,457.0,43.0
171,1288.0,458.0,44.0
172,1286.0,455.0,42.0
173,1286.0,471.0,44.0
174,1280.0,459.0,44.0
175,1273.0,457.0,41.0
176,1267.0,456.0,39.0
177,1262.0,456.0,39.0
178,1259.0,453.0,40.0
179,1256.0,454.0,40.0
180,1249.0,454.0,39.0
181,1242.0,451.0,40.0
182,1237.0,449.0,38.0
183,1232.0,452.0,40.0
184,1232.0,455.0,41.0
185,1229.0,454.0,43.0
186,1226.0,453.0,44.0
187,1217.0,454.0,41.0
188,1210.0,454.0,38.0
189,1212.0,452.0,34.0
190,1204.0,455.0,33.0
191,1205.0,453.0,34.0
192,1207.0,451.0,35.0
193,1192.0,476.0,36.0
194,1192.0,471.0,37.0
195,1186.0,463.0,38.0
196,1188.0,465.0,40.0
197,1189.0,462.0,41.0
198,1186.0,483.0,42.0
199,1192.0,462.0,40.0
200,1183.0,453.0,42.0
201,1180.0,456.0,43.0
202,1181.0,452.0,41.0
203,1183.0,468.0,42.0
204,1223.0,453.0,37.0
205,1171.0,457.0,42.0
206,1250.0,457.0,42.0
207,1141.0,440.0,40.0
208,1208.0,454.0,40.0
209,1211.0,454.0,39.0
210,1250.0,489.0,39.0
211,1208.0,466.0,42.0
212,1228.0,478.0,44.0
213,1227.0,484.0,44.0
214,1229.0,486.0,44.0
215,1227.0,496.0,44.0
216,1226.0,496.0,41.0
217,1228.0,500.0,40.0
218,1223.0,501.0,35.0
219,1237.0,480.0,32.0
220,1231.0,474.0,33.0
221,1238.0,449.0,32.0
222,1231.0,479.0,30.0
223,1233.0,483.0,31.0
