frame,pA_x,pA_y,pB_x,pB_y
93,1194.0,603.0,1109.0,590.0
94,1193.0,593.0,1114.0,602.0
95,1196.0,609.0,1119.0,576.0
96,1202.0,602.0,1119.0,579.0
97,1198.0,609.0,1125.0,570.0
98,1192.0,617.0,1137.0,556.0
99,1191.0,617.0,1138.0,556.0
100,1204.0,603.0,1131.0,564.0
101,1210.0,576.0,1129.0,585.0
102,1213.0,570.0,1132.0,585.0
103,1206.0,583.0,1133.0,568.0
104,1209.0,584.0,1136.0,565.0
105,1213.0,590.0,1142.0,555.0
106,1214.0,591.0,1143.0,552.0
107,1219.0,576.0,1138.0,555.0
108,1220.0,574.0,1143.0,557.0
109,1218.0,566.0,1145.0,563.0
110,1211.0,549.0,1160.0,590.0
111,1217.0,573.0,1152.0,562.0
112,1220.0,577.0,1157.0,554.0
113,1208.0,574.0,1145.0,551.0
114,1224.0,559.0,1155.0,556.0
115,1156.0,560.0,1223.0,555.0
116,1219.0,561.0,1156.0,534.0
117,1170.0,565.0,1211.0,514.0
118,1224.0,536.0,1157.0,549.0
119,1228.0,540.0,1159.0,535.0
120,1229.0,533.0,1158.0,544.0
121,1226.0,522.0,1161.0,551.0
122,1212.0,548.0,1147.0,535.0
123,1177.0,573.0,1180.0,508.0
124,1211.0,549.0,1144.0,540.0
125,1160.0,541.0,1223.0,516.0
126,1221.0,513.0,1158.0,534.0
127,1225.0,516.0,1160.0,533.0
128,1226.0,514.0,1157.0,531.0
129,1198.0,552.0,1139.0,529.0
130,1220.0,516.0,1155.0,525.0
131,1201.0,484.0,1186.0,551.0
132,1225.0,516.0,1156.0,515.0
133,1167.0,539.0,1216.0,490.0
134,1228.0,514.0,1157.0,513.0
135,1228.0,510.0,1159.0,501.0
136,1234.0,515.0,1165.0,498.0
137,1233.0,513.0,1166.0,498.0
138,1225.0,529.0,1184.0,474.0
139,1225.0,530.0,1194.0,469.0
140,1240.0,519.0,1183.0,478.0
141,1189.0,525.0,1240.0,474.0
142,1251.0,505.0,1180.0,486.0
143,1257.0,498.0,1190.0,493.0
144,1255.0,496.0,1190.0,491.0
145,1255.0,494.0,1192.0,495.0
146,1192.0,484.0,1255.0,501.0
147,1244.0,467.0,1209.0,520.0
148,1239.0,529.0,1212.0,468.0
149,1251.0,521.0,1206.0,472.0
150,1255.0,519.0,1204.0,482.0
151,1259.0,521.0,1208.0,482.0
152,1270.0,507.0,1205.0,496.0
153,1265.0,512.0,1208.0,493.0
154,1227.0,530.0,1248.0,471.0
155,1262.0,479.0,1217.0,524.0
156,1270.0,506.0,1207.0,495.0
157,1263.0,498.0,1206.0,503.0
158,1265.0,492.0,1206.0,505.0
159,1266.0,509.0,1207.0,490.0
160,1260.0,476.0,1213.0,519.0
161,1262.0,479.0,1209.0,516.0
162,1253.0,521.0,1214.0,474.0
163,1261.0,504.0,1202.0,487.0
164,1260.0,503.0,1199.0,488.0
165,1259.0,507.0,1202.0,484.0
166,1259.0,494.0,1196.0,493.0
167,1224.0,524.0,1231.0,461.0
168,1224.0,523.0,1233.0,460.0
169,1219.0,519.0,1242.0,462.0
170,1218.0,522.0,1239.0,461.0
171,1264.0,500.0,1203.0,483.0
172,1264.0,484.0,1203.0,495.0
173,1260.0,478.0,1203.0,501.0
174,1212.0,465.0,1251.0,514.0
175,1209.0,515.0,1248.0,464.0
176,1202.0,475.0,1257.0,494.0
177,1213.0,508.0,1248.0,461.0
178,1260.0,497.0,1209.0,470.0
179,1257.0,503.0,1214.0,464.0
180,1231.0,514.0,1242.0,455.0
181,1232.0,511.0,1247.0,456.0
182,1227.0,508.0,1254.0,457.0
183,1273.0,485.0,1214.0,480.0
184,1269.0,496.0,1216.0,471.0
185,1273.0,483.0,1214.0,482.0
186,1265.0,506.0,1236.0,455.0
187,1280.0,492.0,1223.0,477.0
188,1276.0,505.0,1233.0,462.0
189,1229.0,447.0,1196.0,496.0
190,1226.0,448.0,1199.0,497.0
191,1217.0,446.0,1202.0,499.0
192,1270.0,482.0,1209.0,473.0
193,1267.0,473.0,1208.0,476.0
194,1246.0,455.0,1201.0,486.0
195,1244.0,457.0,1195.0,480.0
196,1225.0,450.0,1192.0,491.0
197,1180.0,461.0,1221.0,488.0
198,1175.0,464.0,1212.0,499.0
199,1183.0,464.0,1200.0,513.0
200,1160.0,479.0,1207.0,504.0
201,1164.0,526.0,1187.0,477.0
202,1148.0,488.0,1203.0,499.0
203,1110.0,479.0,1157.0,472.0
204,1153.0,461.0,1208.0,468.0
205,1150.0,477.0,1203.0,478.0
206,1139.0,476.0,1190.0,489.0
207,1150.0,485.0,1203.0,482.0
208,1155.0,484.0,1212.0,473.0
209,1155.0,485.0,1206.0,482.0
210,1179.0,501.0,1190.0,448.0
211,1142.0,487.0,1193.0,490.0
212,1141.0,496.0,1188.0,475.0
213,1146.0,461.0,1169.0,506.0
214,1135.0,470.0,1180.0,495.0
215,1135.0,469.0,1186.0,490.0
216,1134.0,483.0,1189.0,476.0
217,1132.0,476.0,1189.0,485.0
218,1132.0,477.0,1191.0,482.0
219,1132.0,476.0,1193.0,485.0
220,1130.0,490.0,1191.0,475.0
221,1139.0,504.0,1184.0,463.0
222,1133.0,504.0,1178.0,471.0
223,1136.0,505.0,1181.0,472.0
224,1141.0,513.0,1174.0,470.0
225,1142.0,515.0,1169.0,474.0
226,,,,
