frame,x,y,radius,rotation_center_x,rotation_center_y
82,1118.0,611.0,44.0,1094.473061225273,573.9337343728205
83,1119.0,609.0,44.0,1083.7878152256408,593.1169378001067
84,1125.0,610.0,44.0,1124.554379692781,649.0913846562735
85,1130.0,609.0,43.0,1109.789072406758,596.1019073418245
86,1130.0,609.0,43.0,1150.6789085561827,645.5674608715674
87,1135.0,607.0,43.0,1149.7261920599422,644.7387084004404
88,1136.0,606.0,43.0,1165.2287295827093,636.1509847682456
89,1140.0,606.0,42.0,1109.6466890565646,577.7603077664482
90,1140.0,606.0,42.0,1109.3622712738338,577.3456958673751
91,1146.0,602.0,42.0,1124.7051776445073,630.5353147567371
92,1146.0,600.0,42.0,1107.3762483333517,583.6444792677927
93,1150.0,600.0,41.0,1173.2251530832725,633.734621163916
94,1155.0,597.0,41.0,1164.0597454182514,633.2470078047229
95,1154.0,595.0,41.0,1146.5203976369019,631.058755236859
96,1159.0,593.0,41.0,1141.4856867687342,555.9324409983951
97,1160.0,589.0,41.0,1189.5664415919553,617.0497973551685
98,1164.0,586.0,40.0,1191.7147481600105,595.0892445386417
99,1165.0,584.0,40.0,1163.7528373187702,623.9710229991365
100,1169.0,581.0,40.0,1145.6687880704399,551.7002398285895
101,1168.0,578.0,40.0,1188.6432817302966,612.2457559144325
102,1173.0,579.0,39.0,1210.5133275834753,571.9041927793197
103,1174.0,577.0,39.0,1194.3182480622465,556.6635951743074
104,1174.0,573.0,39.0,1156.3518266055098,560.9655801902542
105,1178.0,572.0,39.0,1174.016986275273,602.8197342699184
106,1178.0,569.0,39.0,1178.057892830481,555.1427920570391
107,1179.0,567.0,39.0,1198.99779385262,586.2938726771508
108,1178.0,566.0,38.0,1158.5273602927389,533.5375121753714
109,1181.0,564.0,38.0,1156.092235487978,535.5256766788078
110,1182.0,562.0,38.0,1147.6932150061434,576.4820950492746
111,1181.0,560.0,38.0,1208.5628719934616,534.1080936841149
112,1184.0,559.0,38.0,1190.21901401216,596.3999867256592
113,1184.0,558.0,37.0,1202.861858061719,589.2207183672599
114,1184.0,557.0,37.0,1151.2007106479232,541.2428784180249
115,1184.0,554.0,37.0,1212.2354261095961,570.1706874186239
116,1188.0,549.0,37.0,1214.8645270584232,574.4201859248823
117,1187.0,547.0,37.0,1222.3258351053403,557.0247804120621
118,1186.0,545.0,37.0,1197.5153616536497,575.137975971249
119,1186.0,541.0,37.0,1210.865777323888,562.9152697904489
120,1186.0,539.0,36.0,1206.4336050533418,567.8450803982591
121,1189.0,539.0,36.0,1217.283617343631,555.848025660812
122,1189.0,536.0,36.0,1219.7004574123862,554.2105401508647
123,1188.0,536.0,36.0,1217.6609377567179,555.2323927839774
124,1186.0,535.0,36.0,1160.4566788350076,532.942737722192
125,1186.0,534.0,36.0,1214.6304838231938,553.5533146203019
126,1187.0,529.0,36.0,1165.5539542068793,557.7528476037323
127,1186.0,527.0,35.0,1157.9888071871192,506.0972311606377
128,1187.0,522.0,35.0,1210.4105560379676,546.0191918371378
129,1187.0,521.0,35.0,1215.2137802473671,536.2096522047368
130,1190.0,520.0,35.0,1206.121808901686,550.7897971914418
131,1190.0,517.0,35.0,1219.6334510891604,534.7648810318831
132,1190.0,515.0,35.0,1174.3514496213143,484.9679218870021
133,1190.0,513.0,35.0,1219.044490469356,532.5128359888452
134,1192.0,513.0,35.0,1216.3557173984582,494.4245976526859
135,1192.0,510.0,35.0,1221.8860148954268,527.6584687816957
136,1195.0,509.0,34.0,1222.9119168047398,510.00846984138906
137,1197.0,505.0,34.0,1164.6693725000312,501.4263344782164
138,1202.0,502.0,34.0,1215.1759284265129,520.4874316383173
139,1206.0,501.0,34.0,1231.2009729408355,522.3254861417246
140,1211.0,500.0,34.0,1234.941887142603,518.79024361798
141,1215.0,498.0,34.0,1235.919941659234,515.2523112602169
142,1216.0,499.0,34.0,1183.2782903252516,491.1943134540495
143,1218.0,495.0,34.0,1207.2073933564711,468.962186972371
144,1221.0,495.0,34.0,1187.8428830537543,487.53109513647877
145,1222.0,489.0,34.0,1202.7110841329634,514.025822750574
146,1224.0,493.0,34.0,1243.530203337019,511.37078058596103
147,1222.0,496.0,33.0,1247.038667318773,514.1034020164343
148,1223.0,497.0,33.0,1245.9740743888499,518.0970258562934
149,1228.0,498.0,33.0,1204.344307591992,476.03275854677196
150,1228.0,500.0,33.0,1206.547545517175,525.0745075042448
151,1231.0,501.0,33.0,1258.285751964233,516.9433994820033
152,1236.0,499.0,33.0,1261.7697841678857,514.2400323517874
153,1238.0,498.0,33.0,1219.5545502313837,494.1289255795419
154,1236.0,502.0,33.0,1209.9384353795524,481.7594239444957
155,1237.0,501.0,33.0,1209.2429279690236,483.16463507873766
156,1236.0,501.0,33.0,1220.365731622932,526.6721448616678
157,1240.0,499.0,33.0,1213.6708909358504,505.9190015548215
158,1242.0,494.0,33.0,1235.0949471677723,468.0110058573606
159,1239.0,498.0,33.0,1265.801146083961,479.58498243654566
160,1236.0,499.0,32.0,1207.7882677440796,513.8713933563124
161,1235.0,498.0,32.0,1258.5960067809692,476.41766317801176
162,1233.0,500.0,32.0,1262.3352528228206,505.19227680355004
163,1228.0,499.0,32.0,1216.9453409040411,475.3308125827306
164,1229.0,492.0,32.0,1240.942307298603,500.16032742928155
165,1231.0,490.0,32.0,1260.4327558589057,501.62548074654774
166,1227.0,495.0,32.0,1203.077553182459,474.8809817679301
167,1227.0,494.0,32.0,1251.3738239732604,507.8679185768304
168,1227.0,493.0,32.0,1252.670654346074,509.0562569024266
169,1228.0,493.0,32.0,1250.6293888997814,509.99801418909567
170,1230.0,490.0,32.0,,
