frame,x,y,radius,rotation_center_x,rotation_center_y
79,1164.0,646.0,67.0,1097.5025468540912,652.9459443660147
80,1171.0,644.0,66.0,1136.016933653203,588.3364875670128
81,1172.0,641.0,66.0,1137.8919955741933,587.0163037094309
82,1178.0,639.0,65.0,1133.6451973424516,596.1916635525677
83,1185.0,635.0,65.0,1139.425110647739,590.2631742322719
84,1186.0,633.0,64.0,1180.954810498937,615.3062049043577
85,1190.0,631.0,64.0,1134.449093482112,609.2638523758695
86,1195.0,631.0,63.0,1151.605989933938,587.8880157459805
87,1194.0,630.0,63.0,1142.5482605844622,595.8976738016851
88,1198.0,628.0,63.0,1153.644212160618,583.350343690073
89,1202.0,629.0,62.0,1154.9860954063615,589.3900614526336
90,1201.0,625.0,62.0,1160.802936401386,657.4003677646074
91,1205.0,624.0,61.0,1179.7213334801127,570.5711743493534
92,1210.0,621.0,61.0,1157.2932051760654,596.6134791927775
93,1209.0,618.0,60.0,1182.5613146329408,575.9460991315711
94,1213.0,615.0,60.0,1168.2237114803786,591.9848083660039
95,1217.0,613.0,60.0,1208.0132979054747,554.5634748349455
96,1216.0,611.0,59.0,1199.616446410664,666.9695540200923
97,1221.0,610.0,59.0,1193.0873690057113,558.0596073159113
98,1225.0,607.0,59.0,1189.722929958915,607.6948820158304
99,1225.0,606.0,58.0,1182.07982977612,567.6145972502618
100,1230.0,605.0,58.0,1189.3666567533148,564.0920025787042
101,1229.0,603.0,57.0,1177.6679885066635,578.2319005328451
102,1233.0,600.0,57.0,1187.3611513341618,572.6187927853292
103,1238.0,599.0,57.0,1216.5623926955116,547.4998908158412
104,1237.0,596.0,56.0,1220.0783189167075,542.636172471199
105,1241.0,593.0,56.0,1231.6374066844141,631.8308495511093
106,1247.0,590.0,56.0,1201.6511572303534,621.9168412874027
107,1246.0,588.0,56.0,1211.8306674633893,629.1899718098354
108,1250.0,585.0,55.0,1224.737996337788,536.1488705801265
109,1255.0,584.0,55.0,1225.4514812185523,538.2070496564339
110,1255.0,582.0,55.0,1234.6497646720225,531.0374889403382
111,1260.0,581.0,54.0,1235.26939052054,622.3121422592758
112,1259.0,579.0,54.0,1221.9052658263413,602.368497824352
113,1264.0,576.0,54.0,1215.771524237673,553.0222225213556
114,1264.0,574.0,53.0,1227.4225680339925,536.4193263459135
115,1264.0,570.0,53.0,1229.3290569098594,531.0182549833432
116,1263.0,565.0,53.0,1217.928241286642,555.374159243633
117,1268.0,560.0,53.0,1215.5782929440143,556.4534205539683
118,1267.0,556.0,52.0,1216.9838774258326,543.9366802611445
119,1267.0,552.0,52.0,1220.4063387373724,528.9356013272258
120,1272.0,549.0,52.0,1228.0146932041048,523.169514147134
121,1271.0,546.0,52.0,1230.5716441496716,514.3089646370088
122,1270.0,543.0,51.0,1235.1100349054652,506.4162475223204
123,1275.0,542.0,51.0,1250.147170569457,500.19422527674067
124,1275.0,536.0,51.0,1236.8075190556006,503.34038196561124
125,1279.0,532.0,51.0,1234.2191949784813,508.20947296298226
126,1279.0,528.0,50.0,1233.4096522885407,508.75719863190176
127,1285.0,522.0,50.0,1241.0398968489485,501.68203311121647
128,1284.0,516.0,50.0,1240.1987078355367,495.35337232029224
129,1289.0,515.0,50.0,1267.8896709634507,471.8754902815768
130,1288.0,512.0,50.0,1241.2181177405525,503.5700402257025
131,1288.0,511.0,49.0,1283.9153694891627,545.8594055012114
132,1293.0,509.0,49.0,1260.5613858856068,478.52592381555087
133,1293.0,508.0,49.0,1285.954513703963,475.6705352780708
134,1298.0,506.0,49.0,1254.2233408647587,485.3912864684521
135,1299.0,505.0,49.0,1254.0319541360607,491.046011352421
136,1304.0,504.0,48.0,1274.1500761214697,529.0643681688849
137,1304.0,503.0,48.0,1266.4585153034313,474.03955754946105
138,1309.0,499.0,48.0,1262.2483679960274,489.56533156316567
139,1309.0,498.0,48.0,1268.2905859590232,479.92859838817753
140,1309.0,494.0,48.0,1281.1579115785748,459.51351266163357
141,1313.0,489.0,48.0,1269.1431350775017,469.51504821859726
142,1314.0,489.0,47.0,1284.887646601353,523.130040328169
143,1318.0,486.0,47.0,1280.9287566331805,473.7121825532033
144,1318.0,483.0,47.0,1283.8413092550043,461.0784311284614
145,1323.0,479.0,47.0,1282.6365861753352,455.07643985399716
146,1323.0,478.0,47.0,1280.1270957666718,489.2826976166484
147,1322.0,473.0,47.0,1276.4915702654669,461.9448339556913
148,1322.0,472.0,46.0,1279.2659825535682,454.98193767427426
149,1327.0,472.0,46.0,1288.3056070409125,451.1147355989515
150,1327.0,470.0,46.0,1292.9007843048407,467.64984984903765
151,1326.0,469.0,46.0,1302.3826025979752,452.06443254292265
152,1327.0,469.0,46.0,1282.0702938585887,462.54071514384987
153,1327.0,471.0,46.0,1286.3147070470636,450.9580774371447
154,1328.0,471.0,46.0,1289.046361427823,446.7022429191683
155,1323.0,472.0,45.0,1286.4938764181848,447.7870627694881
156,1319.0,473.0,45.0,1308.1798915194124,516.1230046406963
157,1320.0,470.0,45.0,1289.1946888021507,437.51624863119605
158,1320.0,465.0,45.0,1288.7553515125942,433.49040055521596
159,1319.0,463.0,45.0,1284.645874494432,434.79275551500785
160,1315.0,462.0,45.0,1280.1492460795134,437.92588199214475
161,1315.0,462.0,45.0,1274.091161700932,463.3010890983461
162,1311.0,459.0,45.0,1291.8658203730704,437.1282288709506
163,1311.0,458.0,45.0,1279.8924802993504,449.5767058266259
164,1306.0,457.0,44.0,1264.8972411336504,443.4340969569286
165,1303.0,456.0,44.0,1288.4108265824532,481.9952632369163
166,1302.0,456.0,44.0,1270.7761139197225,429.4201570964998
167,1299.0,454.0,44.0,1265.486144993881,425.7413744468351
168,1295.0,455.0,44.0,1266.1480726093464,473.8759023419684
169,1290.0,454.0,44.0,1282.7586962729727,462.00477117866535
170,1286.0,452.0,44.0,1243.4645738430422,459.73790554524794
171,1283.0,451.0,44.0,1241.0511202193877,452.0848912403304
172,1280.0,454.0,44.0,1238.1289288490414,440.4897339817537
173,1276.0,455.0,43.0,1240.6584343573297,432.80136904561783
174,1272.0,456.0,43.0,1235.8731670288444,434.3093550894284
175,1268.0,455.0,43.0,1230.1128001396212,434.89346337289146
176,1264.0,455.0,43.0,1238.0841877282778,441.44964640782393
177,1261.0,454.0,43.0,1220.274488603619,440.3889880372791
178,1257.0,454.0,43.0,1224.173456261611,432.7288114812983
179,1253.0,454.0,43.0,1218.340790060366,443.1873372936389
180,1250.0,452.0,43.0,1222.8428825629035,433.46577086349447
181,1242.0,451.0,43.0,1201.8725689589514,435.97008416235855
182,1239.0,450.0,43.0,1202.3974421690511,427.78717483801154
183,1236.0,450.0,43.0,1197.858138084516,433.00757781910136
184,1232.0,450.0,43.0,1189.7881363469476,443.07887908700644
185,1228.0,450.0,42.0,1206.1040291718077,418.46920924180773
186,1221.0,452.0,42.0,,
