frame,x,y,radius,rotation_center_x,rotation_center_y
113,1287.0,409.0,34.0,,
114,1290.0,404.0,34.0,,
115,1296.0,399.0,34.0,,
116,1298.0,395.0,33.0,,
117,1301.0,390.0,33.0,,
118,1303.0,385.0,33.0,,
119,1309.0,382.0,32.0,,
120,1311.0,377.0,32.0,,
121,1313.0,373.0,32.0,,
122,1315.0,369.0,31.0,,
123,1317.0,365.0,31.0,,
124,1323.0,361.0,31.0,,
125,1324.0,358.0,30.0,,
126,1327.0,354.0,30.0,,
127,1329.0,350.0,30.0,,
128,1330.0,348.0,29.0,,
129,1335.0,344.0,29.0,,
130,1336.0,340.0,29.0,,
131,1338.0,337.0,28.0,,
132,1340.0,334.0,28.0,,
133,1341.0,331.0,28.0,,
134,1346.0,328.0,28.0,,
135,1347.0,326.0,27.0,1329.4328613601524,342.6334377817762
136,1349.0,323.0,27.0,1361.5900965578414,305.36290862638896
137,1350.0,320.0,27.0,1357.2137036656616,316.76851714156777
138,1352.0,317.0,27.0,,
139,1353.0,315.0,26.0,,
140,1357.0,312.0,26.0,1367.209830792337,335.28387356215586
141,1358.0,309.0,26.0,1382.4526509335428,317.6586812145827
142,1360.0,306.0,26.0,1381.559602935354,306.28852352355347
143,1361.0,303.0,26.0,,
144,1362.0,301.0,25.0,,
145,1366.0,299.0,25.0,,
146,1367.0,296.0,25.0,,
147,1369.0,293.0,25.0,,
148,1370.0,291.0,25.0,1382.3855477085926,307.1303661962336
149,1371.0,289.0,24.0,1359.2989035947523,308.87049515007567
150,1372.0,286.0,24.0,1361.3791060530225,295.0491552124149
151,1374.0,284.0,24.0,1395.6035264906802,275.03926565419755
152,1375.0,281.0,24.0,1351.5245819562085,285.67504566979
153,1376.0,278.0,24.0,1356.0678485053181,273.22724661890385
154,1380.0,276.0,24.0,1356.9908941106623,274.6104351921575
155,1381.0,274.0,23.0,1402.8018297877243,280.6509486667508
156,1382.0,272.0,23.0,1359.4816306737557,267.41273773562364
157,1383.0,270.0,23.0,1404.6232224192136,275.96876332801685
158,1384.0,267.0,23.0,1362.3843905120743,272.19758815233797
159,1385.0,265.0,23.0,1362.2081976559787,268.0098715025983
160,1386.0,263.0,23.0,1363.229125853584,265.0964309546211
161,1389.0,261.0,22.0,1367.48107063675,262.8723726469047
162,1390.0,259.0,22.0,1369.8166406490764,258.0640663710169
163,1391.0,257.0,22.0,1373.070912818841,261.06491173756825
164,1392.0,255.0,22.0,1413.3153041662224,251.92742572608807
165,1393.0,253.0,22.0,1414.062359807462,255.32660988551663
166,1394.0,251.0,22.0,1410.6206959722947,239.33060208822548
167,1395.0,249.0,22.0,1379.7147639668558,264.81550418922194
168,1396.0,246.0,22.0,1395.2285526450285,244.45984634215696
169,1397.0,245.0,21.0,,
170,1400.0,244.0,21.0,1386.0657057536719,257.93640638194057
171,1401.0,242.0,21.0,,
172,1402.0,240.0,21.0,,
173,1403.0,239.0,21.0,,
174,1403.0,237.0,21.0,1404.3357167577276,244.0470728781082
175,1404.0,235.0,21.0,,
176,1405.0,234.0,21.0,1424.9084837022594,239.78615614647816
177,1405.0,232.0,21.0,1388.1913589964079,235.66498095089298
178,1406.0,232.0,20.0,1389.8139493615595,242.19226622460633
179,1407.0,231.0,20.0,1421.1101017117262,241.88759812745855
180,1407.0,229.0,20.0,1389.6723106086274,230.31083178483635
181,1408.0,227.0,20.0,1388.7054310135088,231.79676390144724
182,1408.0,226.0,20.0,1393.5320769983891,236.32998363758685
183,1409.0,225.0,20.0,1424.0303537095854,212.15357510606322
184,1408.0,224.0,20.0,1422.559433142741,212.51772371677868
185,1408.0,222.0,20.0,1425.8579002036001,212.99525463075807
186,1409.0,221.0,20.0,1390.5552119246008,228.34997961314102
187,1410.0,220.0,20.0,1390.6203349139073,223.2065430874723
188,1411.0,218.0,20.0,1391.7907118197336,222.3164482078376
189,1411.0,217.0,20.0,1430.6098803485827,213.07116919573565
190,1410.0,217.0,19.0,1428.6996130489176,213.7505390472154
191,1411.0,216.0,19.0,1392.40173027885,219.6432101775972
192,1411.0,215.0,19.0,1392.5668635839484,217.57853508534168
193,1410.0,213.0,19.0,1391.871886276301,213.5997420074067
194,1411.0,212.0,19.0,1429.2324375604364,211.10207423490698
195,1411.0,211.0,19.0,1424.2042566674463,202.2367137148946
196,1410.0,210.0,19.0,1428.5544183252357,206.16207744519232
197,1411.0,209.0,19.0,1392.295915362893,212.2440771538551
198,1411.0,208.0,19.0,1429.4603634580467,211.17323651167806
199,1410.0,206.0,19.0,1428.9766567495114,206.57045509954844
200,1411.0,205.0,19.0,1392.1059097440723,206.83099909208485
201,1409.0,204.0,19.0,1390.274083942996,206.83731419927543
202,1410.0,203.0,19.0,1391.0708904266644,204.274735976078
203,1409.0,202.0,19.0,1390.0251357370234,202.46009561880996
204,1409.0,201.0,19.0,1427.9871910617776,200.31316888978515
205,1408.0,201.0,18.0,1425.3517279302014,198.14228461855404
206,1408.0,200.0,18.0,1390.1928003969665,202.62686017152052
207,1407.0,199.0,18.0,1410.3487383399759,194.1651590133505
208,1408.0,198.0,18.0,,
